Transaction ID,Date,Time,Issue Type,Description,Amount,Sender UPI ID,Receiver UPI ID,Bank (Sender),Bank (Receiver),Resolution
TXN366223,2024-09-14,05:40:00,Incorrect MPIN,Invalid MPIN entered by the sender,3565.15,@user6117,@user8079,ICICI Bank,State Bank of India,Transaction failed - incorrect MPIN
TXN922817,2024-06-07,21:40:45,Server Error,Technical issue on UPI server side,2379.4,@user8167,@user6529,Kotak Mahindra Bank,Yes Bank,Transaction on hold - contact bank
TXN309827,2024-03-15,18:48:12,Incorrect MPIN,Invalid MPIN entered by the sender,368.8,@user9771,@user1377,Yes Bank,HDFC Bank,Transaction failed - incorrect MPIN
TXN988066,2024-03-16,04:04:34,Incorrect MPIN,Invalid MPIN entered by the sender,851.63,@user1277,@user1509,HDFC Bank,Yes Bank,Transaction failed - incorrect MPIN
TXN966342,2024-11-07,12:06:50,Server Error,Technical issue on UPI server side,4025.36,@user1152,@user8913,HDFC Bank,State Bank of India,Transaction on hold - contact bank
TXN446258,2024-04-24,20:37:31,Transaction Timed Out,Transaction exceeded the time limit,2118.27,@user3797,@user8665,Axis Bank,Yes Bank,Transaction pending - retry later
TXN135192,2024-04-25,23:34:01,Transaction Timed Out,Transaction exceeded the time limit,1101.64,@user5463,@user3808,Kotak Mahindra Bank,HDFC Bank,Transaction pending - retry later
TXN251780,2024-02-24,14:51:47,Daily Limit Reached,Sender has exceeded daily transaction limit,1660.85,@user2091,@user9616,Yes Bank,ICICI Bank,Transaction declined - reduce amount or try next day
TXN588556,2024-04-10,12:07:14,Insufficient Funds,Sender account balance is insufficient,1910.8,@user5116,@user9617,Axis Bank,State Bank of India,Transaction declined
TXN785546,2024-01-26,15:15:34,Invalid UPI ID,Entered incorrect receiver UPI ID,2586.16,@user9552,@user5146,SBI,HDFC Bank,Transaction failed
TXN954777,2024-09-29,05:33:34,Transaction Timed Out,Transaction exceeded the time limit,3417.1,@user9364,@user8960,Bank of Baroda,Bank of Baroda,Transaction pending - retry later
TXN723871,2024-02-03,00:49:31,Server Error,Technical issue on UPI server side,3709.7,@user1615,@user4817,SBI,ICICI Bank,Transaction on hold - contact bank
TXN605207,2024-06-21,06:28:36,Transaction Timed Out,Transaction exceeded the time limit,4291.39,@user9579,@user7754,ICICI Bank,Yes Bank,Transaction pending - retry later
TXN742411,2024-02-25,00:16:45,Daily Limit Reached,Sender has exceeded daily transaction limit,4342.71,@user5759,@user7731,Axis Bank,Kotak Mahindra Bank,Transaction declined - reduce amount or try next day
TXN774373,2024-10-19,21:10:06,Transaction Timed Out,Transaction exceeded the time limit,2265.23,@user2677,@user3850,Bank of Baroda,Axis Bank,Transaction pending - retry later
TXN278454,2024-06-19,15:42:17,Incorrect MPIN,Invalid MPIN entered by the sender,1420.02,@user4261,@user7996,Kotak Mahindra Bank,Bank of Baroda,Transaction failed - incorrect MPIN
TXN948687,2024-08-16,13:31:32,Transaction Timed Out,Transaction exceeded the time limit,1340.24,@user2347,@user5456,HDFC Bank,State Bank of India,Transaction pending - retry later
TXN602590,2024-10-16,07:48:32,Insufficient Funds,Sender account balance is insufficient,4642.12,@user8247,@user7297,Yes Bank,SBI,Transaction declined
TXN915817,2024-02-03,02:21:53,Beneficiary Not Found,Receiver UPI ID is not registered,2946.81,@user5388,@user8674,State Bank of India,Axis Bank,Transaction failed
TXN654379,2024-02-12,11:37:10,Daily Limit Reached,Sender has exceeded daily transaction limit,1895.39,@user5373,@user5476,Bank of Baroda,Axis Bank,Transaction declined - reduce amount or try next day
TXN724333,2024-01-22,00:34:47,Invalid UPI ID,Entered incorrect receiver UPI ID,1392.55,@user4658,@user2535,Yes Bank,Axis Bank,Transaction failed
TXN296073,2024-04-27,11:53:53,Network Error,Connectivity issue during transaction,2426.72,@user1517,@user3527,State Bank of India,SBI,Transaction pending - retry later
TXN236111,2024-04-09,10:39:31,Daily Limit Reached,Sender has exceeded daily transaction limit,3283.26,@user7219,@user9871,HDFC Bank,HDFC Bank,Transaction declined - reduce amount or try next day
TXN109317,2024-08-28,03:19:55,Beneficiary Not Found,Receiver UPI ID is not registered,1759.76,@user3502,@user8447,State Bank of India,HDFC Bank,Transaction failed
TXN166356,2024-05-05,15:18:01,Beneficiary Not Found,Receiver UPI ID is not registered,200.83,@user1609,@user1439,Bank of Baroda,ICICI Bank,Transaction failed
TXN107691,2024-05-14,21:07:11,Beneficiary Not Found,Receiver UPI ID is not registered,1402.55,@user2533,@user8268,ICICI Bank,Yes Bank,Transaction failed
TXN605610,2024-04-21,05:50:46,Insufficient Funds,Sender account balance is insufficient,1941.1,@user9631,@user4871,Axis Bank,HDFC Bank,Transaction declined
TXN782145,2024-11-07,20:59:29,Daily Limit Reached,Sender has exceeded daily transaction limit,2739.9,@user1082,@user1521,Bank of Baroda,SBI,Transaction declined - reduce amount or try next day
TXN968890,2024-08-15,03:34:44,Incorrect MPIN,Invalid MPIN entered by the sender,3367.63,@user7173,@user5504,State Bank of India,SBI,Transaction failed - incorrect MPIN
TXN345693,2024-07-14,11:20:38,Beneficiary Not Found,Receiver UPI ID is not registered,845.13,@user6783,@user8779,ICICI Bank,ICICI Bank,Transaction failed
TXN175631,2024-12-18,14:17:43,Network Error,Connectivity issue during transaction,924.8,@user8495,@user1064,ICICI Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN261539,2024-11-23,00:58:42,Server Error,Technical issue on UPI server side,4252.09,@user2629,@user7872,State Bank of India,Yes Bank,Transaction on hold - contact bank
TXN282161,2024-03-10,00:00:28,Daily Limit Reached,Sender has exceeded daily transaction limit,4511.89,@user4116,@user8998,Kotak Mahindra Bank,SBI,Transaction declined - reduce amount or try next day
TXN750327,2024-02-18,14:25:09,Network Error,Connectivity issue during transaction,2228.08,@user5392,@user9853,Yes Bank,HDFC Bank,Transaction pending - retry later
TXN858579,2024-08-28,20:39:59,Insufficient Funds,Sender account balance is insufficient,1579.85,@user1873,@user4807,Axis Bank,Yes Bank,Transaction declined
TXN243486,2024-12-05,21:19:38,Network Error,Connectivity issue during transaction,4051.92,@user2560,@user8350,ICICI Bank,HDFC Bank,Transaction pending - retry later
TXN763018,2024-10-17,22:57:39,Incorrect MPIN,Invalid MPIN entered by the sender,3954.41,@user8359,@user8675,Kotak Mahindra Bank,State Bank of India,Transaction failed - incorrect MPIN
TXN259872,2024-11-15,02:37:11,Transaction Timed Out,Transaction exceeded the time limit,4940.49,@user3807,@user4187,ICICI Bank,State Bank of India,Transaction pending - retry later
TXN436230,2024-12-26,11:57:22,Beneficiary Not Found,Receiver UPI ID is not registered,997.91,@user9941,@user9746,State Bank of India,Bank of Baroda,Transaction failed
TXN941371,2024-10-04,22:16:39,Server Error,Technical issue on UPI server side,1049.04,@user8474,@user1394,Bank of Baroda,ICICI Bank,Transaction on hold - contact bank
TXN210988,2024-02-05,02:46:27,Incorrect MPIN,Invalid MPIN entered by the sender,3838.38,@user1401,@user1516,Bank of Baroda,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN259483,2024-05-02,10:07:50,Incorrect MPIN,Invalid MPIN entered by the sender,812.57,@user6474,@user8166,Yes Bank,Bank of Baroda,Transaction failed - incorrect MPIN
TXN959637,2024-05-24,01:32:49,Invalid UPI ID,Entered incorrect receiver UPI ID,3454.97,@user8770,@user8250,Yes Bank,Yes Bank,Transaction failed
TXN249229,2024-12-14,05:31:39,Daily Limit Reached,Sender has exceeded daily transaction limit,1030.05,@user3678,@user6767,Bank of Baroda,HDFC Bank,Transaction declined - reduce amount or try next day
TXN498472,2024-08-15,12:31:58,Invalid UPI ID,Entered incorrect receiver UPI ID,1181.58,@user1398,@user7807,ICICI Bank,State Bank of India,Transaction failed
TXN750662,2024-05-29,16:26:32,Insufficient Funds,Sender account balance is insufficient,2419.6,@user9799,@user8012,Axis Bank,Yes Bank,Transaction declined
TXN413571,2024-09-05,00:02:03,Server Error,Technical issue on UPI server side,854.6,@user9590,@user1544,Axis Bank,State Bank of India,Transaction on hold - contact bank
TXN382305,2024-06-15,15:58:31,Daily Limit Reached,Sender has exceeded daily transaction limit,3867.89,@user3650,@user3847,ICICI Bank,ICICI Bank,Transaction declined - reduce amount or try next day
TXN876025,2024-07-15,17:43:34,Beneficiary Not Found,Receiver UPI ID is not registered,493.29,@user9070,@user3234,SBI,HDFC Bank,Transaction failed
TXN372774,2024-05-24,07:08:19,Daily Limit Reached,Sender has exceeded daily transaction limit,4695.12,@user7109,@user1036,State Bank of India,State Bank of India,Transaction declined - reduce amount or try next day
TXN795134,2024-10-12,12:56:46,Insufficient Funds,Sender account balance is insufficient,3786.51,@user9461,@user1332,State Bank of India,SBI,Transaction declined
TXN671283,2024-11-19,04:37:23,Network Error,Connectivity issue during transaction,3403.32,@user8917,@user3061,State Bank of India,HDFC Bank,Transaction pending - retry later
TXN548816,2024-08-17,16:57:52,Transaction Timed Out,Transaction exceeded the time limit,39.14,@user4076,@user6577,Bank of Baroda,State Bank of India,Transaction pending - retry later
TXN584813,2024-03-18,09:56:54,Invalid UPI ID,Entered incorrect receiver UPI ID,3597.59,@user5453,@user6600,Axis Bank,Axis Bank,Transaction failed
TXN513219,2024-12-20,18:53:54,Daily Limit Reached,Sender has exceeded daily transaction limit,1075.06,@user5647,@user2062,ICICI Bank,State Bank of India,Transaction declined - reduce amount or try next day
TXN742658,2024-01-06,20:08:22,Beneficiary Not Found,Receiver UPI ID is not registered,4553.26,@user7603,@user7673,Yes Bank,Yes Bank,Transaction failed
TXN941701,2024-10-24,06:09:19,Incorrect MPIN,Invalid MPIN entered by the sender,1796.49,@user8051,@user5184,Bank of Baroda,Yes Bank,Transaction failed - incorrect MPIN
TXN947719,2024-09-22,18:19:09,Incorrect MPIN,Invalid MPIN entered by the sender,2845.46,@user4441,@user1231,Yes Bank,State Bank of India,Transaction failed - incorrect MPIN
TXN657735,2024-03-22,07:18:21,Daily Limit Reached,Sender has exceeded daily transaction limit,907.4,@user2832,@user2327,SBI,Kotak Mahindra Bank,Transaction declined - reduce amount or try next day
TXN668321,2024-09-17,21:10:49,Daily Limit Reached,Sender has exceeded daily transaction limit,3084.37,@user6031,@user9014,Kotak Mahindra Bank,Axis Bank,Transaction declined - reduce amount or try next day
TXN540843,2024-08-15,03:59:28,Network Error,Connectivity issue during transaction,4832.34,@user7609,@user8986,HDFC Bank,Axis Bank,Transaction pending - retry later
TXN100355,2024-08-16,09:52:09,Daily Limit Reached,Sender has exceeded daily transaction limit,3361.59,@user7420,@user5503,Axis Bank,HDFC Bank,Transaction declined - reduce amount or try next day
TXN758558,2024-11-26,14:40:43,Beneficiary Not Found,Receiver UPI ID is not registered,3539.46,@user7781,@user4543,State Bank of India,State Bank of India,Transaction failed
TXN478910,2024-12-14,13:38:45,Daily Limit Reached,Sender has exceeded daily transaction limit,2468.07,@user7946,@user6232,HDFC Bank,Axis Bank,Transaction declined - reduce amount or try next day
TXN269802,2024-12-10,05:43:56,Insufficient Funds,Sender account balance is insufficient,3640.98,@user9882,@user6677,Bank of Baroda,Axis Bank,Transaction declined
TXN177399,2024-09-14,09:27:18,Beneficiary Not Found,Receiver UPI ID is not registered,3744.3,@user8069,@user1007,Axis Bank,Axis Bank,Transaction failed
TXN240275,2024-04-24,01:15:11,Beneficiary Not Found,Receiver UPI ID is not registered,3308.35,@user5153,@user4204,Axis Bank,State Bank of India,Transaction failed
TXN640032,2024-05-13,08:11:19,Insufficient Funds,Sender account balance is insufficient,4102.77,@user7570,@user6159,Kotak Mahindra Bank,Bank of Baroda,Transaction declined
TXN903848,2024-03-02,14:40:06,Daily Limit Reached,Sender has exceeded daily transaction limit,2539.42,@user1989,@user2924,Axis Bank,HDFC Bank,Transaction declined - reduce amount or try next day
TXN161639,2024-08-13,08:17:29,Invalid UPI ID,Entered incorrect receiver UPI ID,230.99,@user8713,@user3795,HDFC Bank,ICICI Bank,Transaction failed
TXN900727,2024-02-26,19:43:19,Beneficiary Not Found,Receiver UPI ID is not registered,3084.47,@user7351,@user9160,HDFC Bank,SBI,Transaction failed
TXN780214,2024-04-02,00:45:11,Network Error,Connectivity issue during transaction,2889.5,@user2209,@user8138,ICICI Bank,Axis Bank,Transaction pending - retry later
TXN968356,2024-11-11,07:55:11,Network Error,Connectivity issue during transaction,1584.52,@user2865,@user3602,HDFC Bank,Yes Bank,Transaction pending - retry later
TXN964034,2024-10-02,02:15:39,Invalid UPI ID,Entered incorrect receiver UPI ID,424.7,@user8908,@user4529,SBI,Bank of Baroda,Transaction failed
TXN235589,2024-05-08,09:38:58,Invalid UPI ID,Entered incorrect receiver UPI ID,3171.04,@user8984,@user9562,Kotak Mahindra Bank,Bank of Baroda,Transaction failed
TXN522312,2024-02-07,10:20:33,Invalid UPI ID,Entered incorrect receiver UPI ID,607.85,@user3978,@user1492,Kotak Mahindra Bank,HDFC Bank,Transaction failed
TXN231224,2024-08-01,12:44:17,Network Error,Connectivity issue during transaction,3452.02,@user5193,@user5022,State Bank of India,HDFC Bank,Transaction pending - retry later
TXN727973,2024-02-19,13:01:42,Daily Limit Reached,Sender has exceeded daily transaction limit,294.91,@user5624,@user8328,Axis Bank,ICICI Bank,Transaction declined - reduce amount or try next day
TXN416614,2024-06-01,20:44:06,Beneficiary Not Found,Receiver UPI ID is not registered,148.62,@user7315,@user6752,State Bank of India,State Bank of India,Transaction failed
TXN167637,2024-08-26,15:19:31,Daily Limit Reached,Sender has exceeded daily transaction limit,2237.46,@user3258,@user8402,Axis Bank,HDFC Bank,Transaction declined - reduce amount or try next day
TXN962797,2024-03-14,19:30:39,Network Error,Connectivity issue during transaction,1035.49,@user1403,@user4517,Yes Bank,HDFC Bank,Transaction pending - retry later
TXN452560,2024-02-28,00:22:03,Incorrect MPIN,Invalid MPIN entered by the sender,1312.51,@user2888,@user1387,Bank of Baroda,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN688071,2024-03-10,13:38:59,Transaction Timed Out,Transaction exceeded the time limit,1282.16,@user9647,@user2329,SBI,ICICI Bank,Transaction pending - retry later
TXN153690,2024-07-20,17:34:00,Transaction Timed Out,Transaction exceeded the time limit,2120.53,@user1757,@user4100,Axis Bank,HDFC Bank,Transaction pending - retry later
TXN843961,2024-06-08,21:19:51,Transaction Timed Out,Transaction exceeded the time limit,691.85,@user5522,@user3764,SBI,ICICI Bank,Transaction pending - retry later
TXN914679,2024-05-11,13:19:27,Insufficient Funds,Sender account balance is insufficient,1367.27,@user3068,@user5372,SBI,SBI,Transaction declined
TXN590840,2024-08-21,09:48:13,Transaction Timed Out,Transaction exceeded the time limit,906.94,@user4556,@user4351,SBI,Axis Bank,Transaction pending - retry later
TXN626920,2024-08-16,23:39:32,Incorrect MPIN,Invalid MPIN entered by the sender,2196.38,@user1906,@user9220,Yes Bank,SBI,Transaction failed - incorrect MPIN
TXN777973,2024-12-04,20:55:14,Transaction Timed Out,Transaction exceeded the time limit,72.51,@user2814,@user1342,State Bank of India,Kotak Mahindra Bank,Transaction pending - retry later
TXN732990,2024-06-11,19:35:21,Daily Limit Reached,Sender has exceeded daily transaction limit,4452.87,@user4208,@user2226,Axis Bank,Yes Bank,Transaction declined - reduce amount or try next day
TXN284041,2024-10-28,12:33:48,Invalid UPI ID,Entered incorrect receiver UPI ID,1883.2,@user6104,@user1804,State Bank of India,HDFC Bank,Transaction failed
TXN746191,2024-08-02,02:10:29,Server Error,Technical issue on UPI server side,3153.78,@user6686,@user5542,Axis Bank,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN838730,2024-08-05,15:26:15,Insufficient Funds,Sender account balance is insufficient,2472.5,@user8179,@user1583,Kotak Mahindra Bank,Bank of Baroda,Transaction declined
TXN897129,2024-08-25,17:33:14,Incorrect MPIN,Invalid MPIN entered by the sender,1439.18,@user7013,@user9238,SBI,State Bank of India,Transaction failed - incorrect MPIN
TXN335337,2024-06-01,08:21:03,Network Error,Connectivity issue during transaction,1721.21,@user2484,@user1295,SBI,State Bank of India,Transaction pending - retry later
TXN702799,2024-02-02,18:15:33,Incorrect MPIN,Invalid MPIN entered by the sender,4988.39,@user4229,@user3938,ICICI Bank,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN102636,2024-11-15,15:26:17,Transaction Timed Out,Transaction exceeded the time limit,2270.17,@user6851,@user4198,Yes Bank,State Bank of India,Transaction pending - retry later
TXN263874,2024-12-12,12:29:18,Network Error,Connectivity issue during transaction,4157.27,@user6595,@user9275,Bank of Baroda,Kotak Mahindra Bank,Transaction pending - retry later
TXN148848,2024-05-26,19:44:25,Invalid UPI ID,Entered incorrect receiver UPI ID,2209.23,@user2959,@user5825,ICICI Bank,State Bank of India,Transaction failed
TXN851696,2024-11-27,20:11:00,Daily Limit Reached,Sender has exceeded daily transaction limit,3375.58,@user8191,@user5596,Bank of Baroda,HDFC Bank,Transaction declined - reduce amount or try next day
TXN163460,2024-09-11,00:56:13,Beneficiary Not Found,Receiver UPI ID is not registered,4660.1,@user7995,@user2091,ICICI Bank,Yes Bank,Transaction failed
TXN711156,2024-06-07,21:42:37,Incorrect MPIN,Invalid MPIN entered by the sender,3838.99,@user5462,@user8905,State Bank of India,SBI,Transaction failed - incorrect MPIN
TXN781748,2024-03-01,01:55:28,Transaction Timed Out,Transaction exceeded the time limit,967.25,@user4158,@user5716,State Bank of India,Yes Bank,Transaction pending - retry later
TXN901439,2024-11-18,08:56:21,Invalid UPI ID,Entered incorrect receiver UPI ID,4561.84,@user8439,@user2371,Axis Bank,Bank of Baroda,Transaction failed
TXN290462,2024-10-28,23:27:04,Beneficiary Not Found,Receiver UPI ID is not registered,1271.63,@user6391,@user3949,State Bank of India,Bank of Baroda,Transaction failed
TXN579415,2024-09-16,22:40:42,Network Error,Connectivity issue during transaction,2998.89,@user3594,@user5123,Axis Bank,Axis Bank,Transaction pending - retry later
TXN813896,2024-01-07,09:07:55,Server Error,Technical issue on UPI server side,1914.17,@user6472,@user1887,Bank of Baroda,Axis Bank,Transaction on hold - contact bank
TXN437209,2024-04-21,13:47:14,Invalid UPI ID,Entered incorrect receiver UPI ID,1942.63,@user9033,@user9801,HDFC Bank,Axis Bank,Transaction failed
TXN204051,2024-11-17,22:31:17,Network Error,Connectivity issue during transaction,189.81,@user2609,@user7646,HDFC Bank,State Bank of India,Transaction pending - retry later
TXN263143,2024-08-30,14:50:51,Daily Limit Reached,Sender has exceeded daily transaction limit,2692.75,@user5445,@user3138,Kotak Mahindra Bank,Yes Bank,Transaction declined - reduce amount or try next day
TXN346759,2024-05-19,11:12:08,Beneficiary Not Found,Receiver UPI ID is not registered,1236.76,@user7113,@user9270,SBI,Kotak Mahindra Bank,Transaction failed
TXN728108,2024-08-24,20:17:49,Daily Limit Reached,Sender has exceeded daily transaction limit,3012.72,@user7317,@user5554,Kotak Mahindra Bank,Axis Bank,Transaction declined - reduce amount or try next day
TXN423715,2024-09-13,14:02:28,Network Error,Connectivity issue during transaction,158.96,@user3522,@user3123,Axis Bank,SBI,Transaction pending - retry later
TXN124425,2024-02-20,16:44:52,Beneficiary Not Found,Receiver UPI ID is not registered,4919.23,@user3124,@user9925,Yes Bank,SBI,Transaction failed
TXN424308,2024-09-04,21:03:46,Daily Limit Reached,Sender has exceeded daily transaction limit,2001.43,@user6048,@user6617,Yes Bank,State Bank of India,Transaction declined - reduce amount or try next day
TXN285794,2024-08-08,04:57:12,Incorrect MPIN,Invalid MPIN entered by the sender,589.95,@user6372,@user7386,ICICI Bank,Axis Bank,Transaction failed - incorrect MPIN
TXN465139,2024-01-14,10:47:10,Incorrect MPIN,Invalid MPIN entered by the sender,2912.67,@user9730,@user3700,SBI,Axis Bank,Transaction failed - incorrect MPIN
TXN379404,2024-02-05,04:29:48,Beneficiary Not Found,Receiver UPI ID is not registered,2022.29,@user4669,@user2205,HDFC Bank,Axis Bank,Transaction failed
TXN652537,2024-11-25,22:36:41,Beneficiary Not Found,Receiver UPI ID is not registered,10.91,@user9417,@user2306,Bank of Baroda,Bank of Baroda,Transaction failed
TXN935916,2024-10-30,10:50:30,Server Error,Technical issue on UPI server side,3389.57,@user6214,@user5478,State Bank of India,Bank of Baroda,Transaction on hold - contact bank
TXN496246,2024-11-01,04:06:21,Incorrect MPIN,Invalid MPIN entered by the sender,2205.15,@user9460,@user8642,Kotak Mahindra Bank,HDFC Bank,Transaction failed - incorrect MPIN
TXN548144,2024-02-13,01:19:07,Daily Limit Reached,Sender has exceeded daily transaction limit,699.9,@user6735,@user6994,Bank of Baroda,State Bank of India,Transaction declined - reduce amount or try next day
TXN206432,2024-12-08,22:57:34,Insufficient Funds,Sender account balance is insufficient,3200.08,@user6063,@user3619,ICICI Bank,State Bank of India,Transaction declined
TXN144069,2024-12-02,01:29:06,Network Error,Connectivity issue during transaction,1945.05,@user6676,@user5393,Kotak Mahindra Bank,State Bank of India,Transaction pending - retry later
TXN270222,2024-12-24,11:07:32,Daily Limit Reached,Sender has exceeded daily transaction limit,993.66,@user4021,@user4440,SBI,ICICI Bank,Transaction declined - reduce amount or try next day
TXN635440,2024-04-09,17:37:46,Insufficient Funds,Sender account balance is insufficient,2174.77,@user9490,@user3686,HDFC Bank,Kotak Mahindra Bank,Transaction declined
TXN797879,2024-03-14,03:28:24,Daily Limit Reached,Sender has exceeded daily transaction limit,2811.81,@user9231,@user2965,State Bank of India,Axis Bank,Transaction declined - reduce amount or try next day
TXN892671,2024-10-01,03:22:37,Daily Limit Reached,Sender has exceeded daily transaction limit,2791.0,@user7727,@user1740,Yes Bank,Yes Bank,Transaction declined - reduce amount or try next day
TXN493449,2024-02-05,13:47:39,Beneficiary Not Found,Receiver UPI ID is not registered,3724.0,@user5149,@user2767,HDFC Bank,ICICI Bank,Transaction failed
TXN987885,2024-03-14,19:00:53,Insufficient Funds,Sender account balance is insufficient,2004.53,@user5558,@user9983,ICICI Bank,Axis Bank,Transaction declined
TXN975580,2024-11-10,09:36:55,Server Error,Technical issue on UPI server side,3011.02,@user2475,@user2034,Bank of Baroda,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN367530,2024-04-20,23:19:16,Transaction Timed Out,Transaction exceeded the time limit,1752.13,@user4078,@user6128,State Bank of India,Yes Bank,Transaction pending - retry later
TXN677744,2024-10-26,22:49:26,Incorrect MPIN,Invalid MPIN entered by the sender,2895.03,@user7217,@user6344,ICICI Bank,SBI,Transaction failed - incorrect MPIN
TXN835581,2024-06-14,00:16:23,Incorrect MPIN,Invalid MPIN entered by the sender,3939.4,@user9637,@user7771,Axis Bank,ICICI Bank,Transaction failed - incorrect MPIN
TXN890187,2024-11-10,22:42:58,Daily Limit Reached,Sender has exceeded daily transaction limit,1109.9,@user6042,@user7553,ICICI Bank,State Bank of India,Transaction declined - reduce amount or try next day
TXN582200,2024-10-26,07:05:34,Beneficiary Not Found,Receiver UPI ID is not registered,571.62,@user5599,@user3726,Bank of Baroda,ICICI Bank,Transaction failed
TXN909410,2024-06-01,21:06:39,Beneficiary Not Found,Receiver UPI ID is not registered,2568.07,@user5392,@user7840,Bank of Baroda,Axis Bank,Transaction failed
TXN389807,2024-03-18,02:15:17,Incorrect MPIN,Invalid MPIN entered by the sender,4722.33,@user4312,@user8218,Axis Bank,Yes Bank,Transaction failed - incorrect MPIN
TXN290406,2024-03-20,21:14:45,Transaction Timed Out,Transaction exceeded the time limit,3579.0,@user1850,@user5454,Axis Bank,ICICI Bank,Transaction pending - retry later
TXN339554,2024-10-24,03:28:11,Daily Limit Reached,Sender has exceeded daily transaction limit,3691.1,@user2298,@user4190,Kotak Mahindra Bank,Bank of Baroda,Transaction declined - reduce amount or try next day
TXN532951,2024-03-15,05:50:06,Beneficiary Not Found,Receiver UPI ID is not registered,4218.35,@user2608,@user4921,HDFC Bank,Kotak Mahindra Bank,Transaction failed
TXN823704,2024-04-27,15:02:46,Server Error,Technical issue on UPI server side,1998.12,@user3995,@user5895,Bank of Baroda,Axis Bank,Transaction on hold - contact bank
TXN539124,2024-01-21,02:04:57,Beneficiary Not Found,Receiver UPI ID is not registered,993.66,@user1618,@user3367,HDFC Bank,State Bank of India,Transaction failed
TXN898372,2024-04-02,05:54:39,Transaction Timed Out,Transaction exceeded the time limit,961.71,@user8605,@user2472,Kotak Mahindra Bank,Bank of Baroda,Transaction pending - retry later
TXN758534,2024-06-15,11:04:31,Transaction Timed Out,Transaction exceeded the time limit,3016.54,@user1776,@user2423,Yes Bank,State Bank of India,Transaction pending - retry later
TXN790375,2024-12-22,08:05:17,Beneficiary Not Found,Receiver UPI ID is not registered,210.95,@user8848,@user4410,Axis Bank,Yes Bank,Transaction failed
TXN824511,2024-03-04,04:59:03,Daily Limit Reached,Sender has exceeded daily transaction limit,4324.66,@user4591,@user6170,Bank of Baroda,HDFC Bank,Transaction declined - reduce amount or try next day
TXN149025,2024-09-06,00:05:33,Insufficient Funds,Sender account balance is insufficient,3225.13,@user4122,@user7315,Axis Bank,ICICI Bank,Transaction declined
TXN872996,2024-12-02,01:42:56,Transaction Timed Out,Transaction exceeded the time limit,2904.32,@user5467,@user9510,State Bank of India,SBI,Transaction pending - retry later
TXN104146,2024-08-19,16:38:55,Server Error,Technical issue on UPI server side,647.08,@user4402,@user9008,Yes Bank,State Bank of India,Transaction on hold - contact bank
TXN947949,2024-01-09,12:54:49,Server Error,Technical issue on UPI server side,3926.2,@user4786,@user3913,Yes Bank,Yes Bank,Transaction on hold - contact bank
TXN304539,2024-04-12,03:01:42,Invalid UPI ID,Entered incorrect receiver UPI ID,2019.01,@user5106,@user8488,Bank of Baroda,Bank of Baroda,Transaction failed
TXN242856,2024-01-15,15:08:36,Transaction Timed Out,Transaction exceeded the time limit,603.55,@user9347,@user9676,Yes Bank,Axis Bank,Transaction pending - retry later
TXN153381,2024-08-21,11:01:24,Beneficiary Not Found,Receiver UPI ID is not registered,4649.68,@user5404,@user8079,Yes Bank,Yes Bank,Transaction failed
TXN225191,2024-05-13,14:17:52,Invalid UPI ID,Entered incorrect receiver UPI ID,4857.13,@user1808,@user1508,Yes Bank,Axis Bank,Transaction failed
TXN356848,2024-09-18,19:35:57,Invalid UPI ID,Entered incorrect receiver UPI ID,2453.51,@user8161,@user9550,ICICI Bank,SBI,Transaction failed
TXN729630,2024-05-04,09:36:57,Insufficient Funds,Sender account balance is insufficient,2997.18,@user6844,@user3050,Bank of Baroda,SBI,Transaction declined
TXN169172,2024-11-11,08:45:19,Invalid UPI ID,Entered incorrect receiver UPI ID,309.68,@user9537,@user3367,ICICI Bank,Bank of Baroda,Transaction failed
TXN486777,2024-08-07,16:21:46,Incorrect MPIN,Invalid MPIN entered by the sender,1741.47,@user8737,@user5085,SBI,Axis Bank,Transaction failed - incorrect MPIN
TXN682479,2024-09-07,04:08:31,Transaction Timed Out,Transaction exceeded the time limit,637.63,@user8439,@user8783,Yes Bank,SBI,Transaction pending - retry later
TXN572072,2024-10-25,13:40:16,Beneficiary Not Found,Receiver UPI ID is not registered,4263.78,@user6449,@user5269,State Bank of India,SBI,Transaction failed
TXN877651,2024-12-02,17:46:02,Insufficient Funds,Sender account balance is insufficient,1024.24,@user2982,@user8516,Yes Bank,Axis Bank,Transaction declined
TXN147547,2024-01-09,15:08:52,Invalid UPI ID,Entered incorrect receiver UPI ID,962.97,@user8910,@user9240,Kotak Mahindra Bank,HDFC Bank,Transaction failed
TXN855848,2024-08-20,12:51:59,Network Error,Connectivity issue during transaction,2443.84,@user7479,@user1190,ICICI Bank,Bank of Baroda,Transaction pending - retry later
TXN358145,2024-06-28,03:14:22,Incorrect MPIN,Invalid MPIN entered by the sender,1519.16,@user8695,@user7815,State Bank of India,SBI,Transaction failed - incorrect MPIN
TXN293652,2024-01-13,08:25:54,Insufficient Funds,Sender account balance is insufficient,4542.24,@user2216,@user8042,Bank of Baroda,Bank of Baroda,Transaction declined
